step,loss,mse,stft
2050,0.758885383605957,0.546240508556366,2.126448392868042
2100,0.8164499998092651,0.5548993349075317,2.615506410598755
2150,0.8374886512756348,0.571708619594574,2.6578001976013184
2200,0.8742376565933228,0.561490535736084,3.1274709701538086
2250,0.8844552636146545,0.6147156357765198,2.6973962783813477
2300,0.7627391815185547,0.5204823017120361,2.4225690364837646
2350,0.8228094577789307,0.579703152179718,2.431062936782837
2400,1.1983418464660645,0.8567427396774292,3.4159915447235107
2450,1.3246922492980957,1.0351011753082275,2.8959102630615234
2500,0.7209129333496094,0.4845529794692993,2.3635993003845215
2550,0.8379219770431519,0.5666916370391846,2.712303638458252
2600,0.8683451414108276,0.5831466317176819,2.851985216140747
2650,1.0785181522369385,0.798458993434906,2.8005917072296143
2700,6.933412551879883,6.5437140464782715,3.896986961364746
2750,0.8409221172332764,0.6104864478111267,2.304356575012207
2800,0.9876900911331177,0.7333183288574219,2.5437171459198
2850,0.8646863698959351,0.5747557878494263,2.8993053436279297
2900,0.9028997421264648,0.628618597984314,2.742811679840088
2950,0.8867450952529907,0.6294285655021667,2.5731654167175293
3000,0.730876088142395,0.49613550305366516,2.3474059104919434
3050,0.8058668375015259,0.5444775819778442,2.6138925552368164
3100,0.8690156936645508,0.6117105484008789,2.573051691055298
3150,0.7767302393913269,0.5474385619163513,2.292916774749756
3200,0.9112372398376465,0.6536695957183838,2.575676679611206
3250,0.9459087252616882,0.6594865322113037,2.8642218112945557
3300,0.7849707007408142,0.5437411665916443,2.41229510307312
3350,1.0963635444641113,0.7668243050575256,3.2953920364379883
3400,0.9735151529312134,0.683630645275116,2.8988454341888428
3450,0.7550183534622192,0.4794933497905731,2.7552502155303955
3500,1.1638377904891968,0.9059483408927917,2.578894853591919
3550,0.9448643922805786,0.6649743318557739,2.798900842666626
3600,1.4286537170410156,1.1308255195617676,2.9782814979553223
3650,0.791766881942749,0.5533296465873718,2.3843724727630615
3700,0.7760136723518372,0.5254066586494446,2.506070137023926
3750,1.1243677139282227,0.8235267996788025,3.008409023284912
3800,0.8968610763549805,0.6283531188964844,2.6850790977478027
3850,0.8210299015045166,0.5535984635353088,2.6743147373199463
3900,0.7621167898178101,0.5315806269645691,2.30536150932312
3950,0.9337893128395081,0.6283298134803772,3.0545949935913086
4000,1.0645692348480225,0.7309533357620239,3.3361587524414062
4050,0.7964178323745728,0.5336542129516602,2.627636194229126
4100,0.7787525653839111,0.5391798615455627,2.3957266807556152
4150,0.9132742881774902,0.6317319869995117,2.815423011779785
4200,0.7737441062927246,0.5028038620948792,2.709402561187744
4250,0.8066940903663635,0.5482466816902161,2.5844740867614746
4300,1.0311830043792725,0.7725970149040222,2.585859537124634
4350,0.8956904411315918,0.6186558604240417,2.77034592628479
4400,0.8754209280014038,0.6058478355407715,2.6957309246063232
4450,0.9335330128669739,0.648006021976471,2.8552699089050293
4500,0.8408032655715942,0.5639951825141907,2.768080472946167
4550,0.7733050584793091,0.5181471705436707,2.5515785217285156
4600,0.8778104186058044,0.5945865511894226,2.8322386741638184
4650,0.8159404397010803,0.5655425786972046,2.5039784908294678
4700,0.9666152596473694,0.6928548812866211,2.7376036643981934
4750,0.820655345916748,0.5552529692649841,2.6540236473083496
4800,0.8700466752052307,0.6297224760055542,2.4032421112060547
4850,3.158830404281616,2.80631947517395,3.52510929107666
4900,1.136808156967163,0.8256241679191589,3.11184024810791
4950,1.0986573696136475,0.804271399974823,2.943859577178955
5000,0.8637816905975342,0.6069287061691284,2.5685296058654785
5050,0.9295560121536255,0.6585749387741089,2.709810972213745
5100,1.0073621273040771,0.7254483103752136,2.8191380500793457
5150,1.0057119131088257,0.7232661247253418,2.8244574069976807
5200,0.8237548470497131,0.5866775512695312,2.3707730770111084
5250,0.7965399026870728,0.5266941785812378,2.6984567642211914
5300,0.8195664882659912,0.5558828115463257,2.636836528778076
5350,0.7495176792144775,0.48183825612068176,2.6767940521240234
5400,0.7828255295753479,0.5217357277870178,2.610898017883301
5450,0.8387023210525513,0.5525021553039551,2.862001419067383
5500,1.1808927059173584,0.8580015301704407,3.228912115097046
5550,0.8160961866378784,0.5249988436698914,2.910973072052002
5600,1.4900680780410767,1.2625888586044312,2.274791955947876
5650,0.9889867305755615,0.7344080209732056,2.5457873344421387
5700,0.8643230199813843,0.5916761159896851,2.726468801498413
5750,0.859173059463501,0.5839233994483948,2.7524969577789307
5800,0.83636075258255,0.5982257723808289,2.381349802017212
5850,0.8412735462188721,0.583227276802063,2.580462694168091
5900,1.5306349992752075,1.2197773456573486,3.1085762977600098
5950,0.7802937030792236,0.573220431804657,2.070732593536377
6000,0.8213878870010376,0.5527914762496948,2.6859638690948486
6050,0.8191046118736267,0.5446891188621521,2.744154930114746
6100,0.8896371722221375,0.5994091033935547,2.902280569076538
6150,0.7904443144798279,0.5238481163978577,2.665961980819702
6200,0.7681897878646851,0.5299527049064636,2.382370710372925
6250,1.0072141885757446,0.7537624835968018,2.5345168113708496
6300,0.8722047805786133,0.6029056310653687,2.6929917335510254
6350,1.2276984453201294,0.9557357430458069,2.7196273803710938
6400,0.9950394034385681,0.7323907017707825,2.6264870166778564
6450,0.8656848669052124,0.6380854249000549,2.275994062423706
6500,0.832573413848877,0.5978148579597473,2.3475852012634277
6550,0.9655025005340576,0.6756380796432495,2.89864444732666
6600,0.8222379684448242,0.5839630961418152,2.38274884223938
6650,1.016640067100525,0.7363459467887878,2.802941083908081
6700,0.8323610424995422,0.5683850646018982,2.6397597789764404
6750,1.1117005348205566,0.8034883141517639,3.0821216106414795
6800,0.9518609046936035,0.6650906801223755,2.8677024841308594
6850,0.7807633280754089,0.541705310344696,2.390580177307129
6900,1.0986281633377075,0.7860023379325867,3.12625789642334
6950,0.8819661736488342,0.607767641544342,2.741985321044922
7000,0.8820494413375854,0.5913413166999817,2.907081127166748
7050,1.1487473249435425,0.8450736999511719,3.036736488342285
7100,0.8684217929840088,0.5964159369468689,2.7200584411621094
7150,0.8765720129013062,0.6364501714706421,2.4012186527252197
7200,0.8214132785797119,0.570261538028717,2.5115175247192383
7250,0.7507770657539368,0.5016382932662964,2.4913878440856934
7300,0.8347427845001221,0.5695528984069824,2.6518988609313965
7350,0.774579644203186,0.5170592069625854,2.5752038955688477
7400,0.7499139308929443,0.5113782286643982,2.385357141494751
7450,0.799189031124115,0.5604861378669739,2.387028932571411
7500,0.9762266874313354,0.6985352635383606,2.776914596557617
7550,0.8239748477935791,0.5897073745727539,2.342674732208252
7600,0.8380613327026367,0.5537110567092896,2.8435027599334717
7650,0.7448233366012573,0.5179181694984436,2.2690517902374268
7700,0.8761870861053467,0.5751147866249084,3.0107228755950928
7750,0.867294430732727,0.581089973449707,2.8620448112487793
7800,0.7797926664352417,0.5384683012962341,2.413243532180786
7850,0.7868271470069885,0.5331315994262695,2.5369553565979004
7900,0.7965812683105469,0.563751757144928,2.3282949924468994
7950,0.864109992980957,0.608353853225708,2.557560920715332
8000,0.7866610288619995,0.5281652808189392,2.5849575996398926
8050,0.772193431854248,0.5259219408035278,2.4627151489257812
8100,0.8426138162612915,0.5900437831878662,2.525700330734253
8150,0.8649634122848511,0.5918877720832825,2.7307565212249756
8200,0.8694912195205688,0.6250349283218384,2.4445629119873047
8250,0.7316277027130127,0.45276939868927,2.788583278656006
8300,0.8622933030128479,0.5885470509529114,2.7374625205993652
8350,0.7677182555198669,0.5008481740951538,2.668700695037842
8400,0.8212398290634155,0.585792601108551,2.3544721603393555
8450,0.9604560732841492,0.6936762928962708,2.667797803878784
8500,0.8320989608764648,0.5582987070083618,2.7380027770996094
8550,0.7224339842796326,0.4625406563282013,2.598933219909668
8600,0.9212603569030762,0.6445760726928711,2.7668423652648926
8650,0.8781113028526306,0.6276132464408875,2.5049805641174316
8700,0.7954565286636353,0.5430529117584229,2.524036407470703
8750,1.3669623136520386,1.142615795135498,2.243464708328247
8800,0.8085054159164429,0.5469207167625427,2.61584734916687
8850,0.8451495170593262,0.560625433921814,2.845240354537964
8900,0.9699437618255615,0.7011467814445496,2.687969923019409
8950,0.9693984985351562,0.655258297920227,3.141401767730713
9000,0.8353936672210693,0.5932843685150146,2.421092987060547
9050,0.7900219559669495,0.5331528186798096,2.5686912536621094
9100,0.7754741907119751,0.5333332419395447,2.4214093685150146
9150,0.9458193778991699,0.6869425773620605,2.5887675285339355
9200,0.9215148687362671,0.6602856516838074,2.612292528152466
9250,1.2728179693222046,0.9420270919799805,3.307908535003662
9300,1.0594614744186401,0.7863691449165344,2.7309231758117676
9350,0.776197075843811,0.5399171113967896,2.362799882888794
9400,0.7120566368103027,0.4834245443344116,2.2863211631774902
9450,0.9202897548675537,0.6299884915351868,2.903012990951538
9500,0.8349944353103638,0.5640504956245422,2.709439516067505
9550,0.8192641735076904,0.5728124976158142,2.4645166397094727
9600,0.9019165635108948,0.6467381119728088,2.5517845153808594
9650,0.9107705354690552,0.5669183731079102,3.438521146774292
9700,0.8256984949111938,0.5409300327301025,2.847684383392334
9750,1.0229464769363403,0.7470095157623291,2.759369373321533
9800,0.7601699829101562,0.49996787309646606,2.6020209789276123
9850,0.9275846481323242,0.6413342356681824,2.862504005432129
9900,0.8689876794815063,0.5954386591911316,2.735490322113037
9950,0.8888348340988159,0.6478239297866821,2.410109281539917
10000,0.8000355958938599,0.5570153594017029,2.430202007293701
10050,0.7427397966384888,0.526389479637146,2.1635031700134277
10100,0.6384985446929932,0.4363906681537628,2.021078586578369
10150,0.5915154218673706,0.3928475081920624,1.9866790771484375
10200,0.7186071276664734,0.4828271269798279,2.357800006866455
10250,0.6768399477005005,0.449734091758728,2.2710585594177246
10300,0.6042798757553101,0.40619346499443054,1.9808638095855713
10350,1.0544692277908325,0.7843973636627197,2.700718402862549
10400,0.7407873868942261,0.5214108228683472,2.193765878677368
10450,0.6931336522102356,0.48199111223220825,2.1114253997802734
10500,1.057015299797058,0.8201255798339844,2.3688974380493164
10550,0.5995428562164307,0.3955969214439392,2.039459466934204
10600,0.6192315816879272,0.443041056394577,1.7619054317474365
10650,0.6272982358932495,0.4222922921180725,2.0500595569610596
10700,0.7001901865005493,0.5112119913101196,1.8897820711135864
10750,0.5941858291625977,0.3863903284072876,2.0779547691345215
10800,0.6428318619728088,0.4592798948287964,1.835519552230835
10850,1.002028465270996,0.7951390147209167,2.068894863128662
10900,0.5020725727081299,0.3218969702720642,1.8017560243606567
10950,0.684786319732666,0.47550731897354126,2.092789888381958
11000,0.6442023515701294,0.4735284745693207,1.706738829612732
11050,0.5487918257713318,0.3564847409725189,1.9230709075927734
11100,0.7030901312828064,0.5089483261108398,1.941418170928955
11150,1.0740278959274292,0.835326075553894,2.3870184421539307
11200,0.5963879227638245,0.4299554228782654,1.6643247604370117
11250,0.5507861971855164,0.37936240434646606,1.7142380475997925
11300,0.7501107454299927,0.5675961971282959,1.8251454830169678
11350,0.6947972774505615,0.4889756739139557,2.0582163333892822
11400,0.6087060570716858,0.43442824482917786,1.7427780628204346
11450,0.8807621002197266,0.6743983030319214,2.063638210296631
11500,1.1503411531448364,0.9055511355400085,2.44789981842041
11550,0.5316718816757202,0.3493288457393646,1.8234306573867798
11600,0.5415882468223572,0.3637928366661072,1.777953863143921
11650,0.5312379002571106,0.35802704095840454,1.7321085929870605
11700,0.5928263664245605,0.39593982696533203,1.9688655138015747
11750,0.5971781015396118,0.42345115542411804,1.7372697591781616
11800,0.6590765714645386,0.4742164611816406,1.84860098361969
11850,0.8437349796295166,0.613176167011261,2.3055877685546875
11900,2.7372496128082275,2.4676222801208496,2.696272850036621
11950,0.5909757614135742,0.39970144629478455,1.9127429723739624
12000,0.9130335450172424,0.6810926198959351,2.319409132003784
12050,0.7064676880836487,0.5169659852981567,1.8950169086456299
12100,0.6087799668312073,0.43013837933540344,1.786415696144104
12150,0.5779464244842529,0.3779206871986389,2.0002570152282715
12200,0.5878196954727173,0.4182300567626953,1.6958966255187988
12250,0.4895683526992798,0.3354654908180237,1.541028380393982
12300,0.5656610727310181,0.3857567608356476,1.79904305934906
12350,0.6033980846405029,0.4093862771987915,1.9401180744171143
12400,0.5944276452064514,0.426951140165329,1.6747651100158691
12450,0.6752550601959229,0.47244277596473694,2.028122901916504
12500,0.4944988489151001,0.3423275053501129,1.5217134952545166
12550,0.6188668608665466,0.42187246680259705,1.9699437618255615
12600,0.5927466154098511,0.41330990195274353,1.7943673133850098
12650,0.6753073930740356,0.46591901779174805,2.093883752822876
12700,0.5675231218338013,0.384747713804245,1.827754259109497
12750,3.9181442260742188,3.6394102573394775,2.7873408794403076
12800,0.6134775280952454,0.42579323053359985,1.876842737197876
12850,0.6202583909034729,0.45421454310417175,1.6604385375976562
12900,0.6435464024543762,0.4301561117172241,2.1339030265808105
12950,0.4743975102901459,0.3152148425579071,1.5918266773223877
13000,0.49355268478393555,0.33942535519599915,1.5412733554840088
13050,0.6240097284317017,0.42990192770957947,1.9410779476165771
13100,0.5475795269012451,0.3663291037082672,1.812504529953003
13150,0.4513181447982788,0.29897910356521606,1.5233904123306274
13200,0.5169707536697388,0.3341844379901886,1.8278634548187256
13250,0.5398893356323242,0.3659781217575073,1.7391122579574585
13300,0.6227050423622131,0.4333207607269287,1.8938428163528442
13350,0.5417604446411133,0.3727467656135559,1.6901370286941528
13400,0.5487279891967773,0.3930523097515106,1.5567569732666016
13450,0.5276115536689758,0.34410926699638367,1.8350229263305664
13500,0.49042439460754395,0.32794296741485596,1.6248141527175903
13550,0.486268013715744,0.32735204696655273,1.589159607887268
13600,0.5891189575195312,0.38060465455055237,2.0851428508758545
13650,0.46795254945755005,0.33084937930107117,1.371031641960144
13700,0.8554338812828064,0.6648262143135071,1.9060765504837036
13750,1.6964540481567383,1.4690483808517456,2.274056911468506
13800,0.49636310338974,0.35094037652015686,1.4542272090911865
13850,0.544957160949707,0.368845671415329,1.7611150741577148
13900,0.5394994020462036,0.3636929988861084,1.7580640316009521
13950,0.5207682251930237,0.33733126521110535,1.8343697786331177
14000,0.536434531211853,0.3685340881347656,1.679004430770874
14050,0.5843490958213806,0.4061194062232971,1.7822970151901245
14100,1.0905457735061646,0.9266584515571594,1.638872742652893
14150,0.6706106066703796,0.47854241728782654,1.9206819534301758
14200,0.6076118350028992,0.43541786074638367,1.7219399213790894
14250,0.5474977493286133,0.38616880774497986,1.6132895946502686
14300,0.5023386478424072,0.34940651059150696,1.5293216705322266
14350,0.5878461003303528,0.39455530047416687,1.9329078197479248
14400,0.5760612487792969,0.407611608505249,1.6844960451126099
14450,0.5252960920333862,0.3397245705127716,1.855715274810791
14500,0.5772485136985779,0.400481641292572,1.7676684856414795
14550,0.928390622138977,0.74892258644104,1.7946805953979492
14600,0.5735577344894409,0.4003019630908966,1.7325574159622192
14650,0.7480518817901611,0.5357109904289246,2.1234090328216553
14700,0.734373927116394,0.5419361591339111,1.92437744140625
14750,0.49482259154319763,0.3369427025318146,1.5787988901138306
14800,0.5086906552314758,0.34709274768829346,1.6159788370132446
14850,0.7542771697044373,0.5385398268699646,2.1573734283447266
14900,1.0277777910232544,0.8357325792312622,1.9204519987106323
14950,0.5193650126457214,0.34904250502586365,1.703225016593933
15000,0.6196995973587036,0.43165647983551025,1.8804309368133545
15050,0.643477737903595,0.45852649211883545,1.8495125770568848
15100,0.6477528810501099,0.44148924946784973,2.062636613845825
15150,0.5212361812591553,0.3374893069267273,1.8374686241149902
15200,0.4608047306537628,0.2992900609970093,1.6151466369628906
15250,0.8213164210319519,0.6297361850738525,1.9158021211624146
15300,0.5098775625228882,0.33699309825897217,1.7288447618484497
15350,1.9368730783462524,1.709045171737671,2.2782795429229736
15400,0.5451372265815735,0.3465595841407776,1.985776424407959
15450,0.6530507802963257,0.4798947274684906,1.7315607070922852
15500,0.6014013886451721,0.403046190738678,1.9835519790649414
15550,0.7967543005943298,0.6213627457618713,1.753915548324585
15600,0.7432594299316406,0.5282506942749023,2.1500871181488037
15650,0.5312837362289429,0.3702737092971802,1.6101000308990479
15700,0.5526295900344849,0.372907817363739,1.797217845916748
15750,0.5774470567703247,0.4327775239944458,1.4466955661773682
15800,0.43324607610702515,0.2978054881095886,1.3544056415557861
15850,0.5122609734535217,0.33630019426345825,1.7596075534820557
15900,0.4845921993255615,0.316195547580719,1.6839662790298462
15950,0.5154255628585815,0.3641357421875,1.5128978490829468
16000,0.48454850912094116,0.3274029493331909,1.5714553594589233
16050,0.4699298143386841,0.3135175108909607,1.5641227960586548
16100,0.4673653244972229,0.3163658380508423,1.5099948644638062
16150,0.507907509803772,0.3582470715045929,1.496604561805725
16200,0.4830893576145172,0.30853211879730225,1.7455723285675049
16250,0.5030121803283691,0.34211012721061707,1.609020471572876
16300,0.48001331090927124,0.3188304603099823,1.6118284463882446
16350,0.4732435345649719,0.3300996422767639,1.43143892288208
16400,0.5213062763214111,0.3701034486293793,1.5120283365249634
16450,0.5233257412910461,0.3905367851257324,1.327889323234558
16500,0.5748801231384277,0.3862828314304352,1.8859728574752808
16550,0.5452993512153625,0.379595547914505,1.6570382118225098
16600,0.5181933045387268,0.3696051836013794,1.4858810901641846
16650,0.6082202196121216,0.4438827931880951,1.6433742046356201
16700,0.440682053565979,0.2725672721862793,1.6811479330062866
16750,3.6368608474731445,3.3383352756500244,2.9852561950683594
16800,0.5580908060073853,0.3875267803668976,1.7056403160095215
16850,0.5678269863128662,0.3972585201263428,1.7056843042373657
16900,0.5361557602882385,0.3616617023944855,1.7449404001235962
16950,0.48059403896331787,0.3161294460296631,1.6446456909179688
17000,0.553070068359375,0.389128714799881,1.639413595199585
17050,0.4813917875289917,0.3170846104621887,1.6430717706680298
17100,0.49532073736190796,0.3099561035633087,1.8536465167999268
17150,0.6638981103897095,0.4782858192920685,1.8561227321624756
17200,0.5692563056945801,0.3762705624103546,1.9298572540283203
17250,0.6004863977432251,0.41631051898002625,1.8417589664459229
17300,0.6140930652618408,0.4112612009048462,2.0283186435699463
17350,0.5392819046974182,0.3568447530269623,1.8243716955184937
17400,0.6282176971435547,0.4544456899166107,1.7377198934555054
17450,0.4795913100242615,0.3025994300842285,1.7699187994003296
17500,0.6735990643501282,0.46757185459136963,2.060271978378296
17550,0.4665682315826416,0.3077296316623688,1.588385820388794
17600,0.49750399589538574,0.33726608753204346,1.6023792028427124
17650,0.4837300181388855,0.33387187123298645,1.4985814094543457
17700,0.5066746473312378,0.3662554919719696,1.404191255569458
17750,0.653419017791748,0.4957874119281769,1.5763163566589355
17800,0.520776093006134,0.35538965463638306,1.6538645029067993
17850,1.0067716836929321,0.7723080515861511,2.3446364402770996
17900,0.5406670570373535,0.35873064398765564,1.8193644285202026
17950,0.5693339705467224,0.40339523553848267,1.6593873500823975
18000,0.5064857006072998,0.33765214681625366,1.6883351802825928
18050,0.5510548949241638,0.401904433965683,1.4915047883987427
18100,0.7288060784339905,0.5507810711860657,1.780250072479248
18150,0.47635775804519653,0.3338148295879364,1.4254294633865356
18200,0.5153067708015442,0.33709660172462463,1.7821017503738403
18250,0.42905619740486145,0.2980325520038605,1.3102364540100098
18300,0.5419381260871887,0.3650582432746887,1.768798828125
18350,0.6036372184753418,0.43803656101226807,1.6560062170028687
18400,0.4741455316543579,0.3298245668411255,1.4432096481323242
18450,0.5406809449195862,0.3599300682544708,1.8075085878372192
18500,0.562877357006073,0.39586764574050903,1.6700972318649292
18550,0.5249804258346558,0.34453490376472473,1.8044553995132446
18600,0.6339969038963318,0.4618242681026459,1.7217262983322144
18650,0.4838635325431824,0.32096198201179504,1.6290156841278076
18700,0.5205988883972168,0.3516511023044586,1.689477801322937
18750,0.41896969079971313,0.27933162450790405,1.3963804244995117
18800,0.7688766121864319,0.5989847183227539,1.6989190578460693
18850,0.594258725643158,0.42121854424476624,1.7304017543792725
18900,0.4792589247226715,0.3157433867454529,1.6351553201675415
18950,0.4742691218852997,0.31364816427230835,1.6062095165252686
19000,0.5619850754737854,0.4032229483127594,1.5876210927963257
19050,0.7210952043533325,0.5232494473457336,1.9784573316574097
19100,0.5230395197868347,0.3344072699546814,1.8863224983215332
19150,0.46769723296165466,0.3033409118652344,1.643563151359558
19200,0.5890439748764038,0.4216989278793335,1.6734504699707031
19250,0.548285722732544,0.3796035051345825,1.6868220567703247
19300,0.5970559120178223,0.39994117617607117,1.9711474180221558
19350,0.4856252670288086,0.3261239528656006,1.595012903213501
19400,0.49537885189056396,0.3254254162311554,1.6995341777801514
19450,0.5381065607070923,0.3719589114189148,1.661476492881775
19500,0.5703389048576355,0.4010894000530243,1.6924952268600464
19550,0.5173467397689819,0.3403272032737732,1.7701952457427979
19600,0.7016090750694275,0.4908074140548706,2.1080164909362793
19650,0.5900481343269348,0.42274725437164307,1.673008918762207
19700,0.533744215965271,0.3655354976654053,1.6820873022079468
19750,0.5209026336669922,0.3333759903907776,1.875266432762146
19800,0.4461183547973633,0.3079881966114044,1.3813016414642334
19850,0.5539402961730957,0.375213086605072,1.7872717380523682
19900,0.4956544041633606,0.3286841809749603,1.6697022914886475
19950,0.4818381667137146,0.3082539737224579,1.7358418703079224
